Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Notes
3.0,70,No,5.0,1,49.0,review
9.0,72,No,9.0,0,66.0,review
2.0,83,No,,4,59.0,review
2.0,46,Yes,9.0,9,28.0,review
,47,Yes,5.0,8,39.0,review
4.0,48,No,4.0,4,31.0,excellent
8.0,41,Yes,5.0,1,33.0,excellent
9.0,56,No,7.0,9,57.0,excellent
7.0,91,No,4.0,3,83.0,review
5.0,84,No,4.0,7,69.0,review
8.0,76,Yes,4.0,6,71.0,review
4.0,81,Yes,6.0,4,62.0,excellent
2.0,83,No,7.0,3,58.0,excellent
6.0,56,Yes,6.0,4,46.0,review
9.0,92,No,,6,93.0,excellent
1.0,77,No,4.0,4,48.0,review
,74,Yes,6.0,7,68.0,excellent
9.0,99,No,5.0,6,97.0,review
9.0,86,No,6.0,6,82.0,review
3.0,78,No,8.0,8,57.0,excellent
5.0,69,No,9.0,7,55.0,excellent
8.0,45,No,4.0,7,37.0,excellent
8.0,43,Yes,4.0,5,35.0,excellent
4.0,90,Yes,9.0,6,72.0,review
1.0,76,No,9.0,7,51.0,review
1.0,74,Yes,7.0,4,50.0,excellent
4.0,97,No,5.0,9,82.0,excellent
6.0,96,No,9.0,1,84.0,excellent
8.0,48,No,,6,46.0,review
6.0,45,No,,9,34.0,excellent
9.0,52,Yes,9.0,2,55.0,review
9.0,98,Yes,6.0,9,95.0,excellent
2.0,61,No,8.0,7,40.0,excellent
1.0,67,Yes,8.0,5,42.0,excellent
,69,No,8.0,3,45.0,review
5.0,91,Yes,9.0,1,80.0,review
4.0,75,No,8.0,6,60.0,review
4.0,41,No,5.0,0,21.0,excellent
,97,No,6.0,6,95.0,review
8.0,75,Yes,8.0,9,72.0,excellent
6.0,47,Yes,4.0,9,35.0,excellent
,84,No,9.0,6,58.0,excellent
2.0,81,Yes,6.0,9,59.0,excellent
6.0,89,Yes,5.0,2,77.0,excellent
2.0,48,Yes,8.0,3,23.0,excellent
5.0,40,Yes,5.0,3,26.0,review
5.0,52,Yes,9.0,3,39.0,excellent
6.0,89,Yes,8.0,8,79.0,excellent
6.0,54,Yes,4.0,5,39.0,review
6.0,71,Yes,6.0,9,61.0,excellent
2.0,73,Yes,4.0,8,47.0,excellent
,82,Yes,8.0,3,63.0,excellent
6.0,70,Yes,7.0,6,61.0,review
8.0,53,Yes,6.0,9,51.0,excellent
1.0,93,Yes,5.0,8,68.0,review
1.0,86,No,8.0,9,66.0,excellent
2.0,53,No,4.0,2,29.0,review
6.0,87,Yes,9.0,2,78.0,excellent
9.0,94,Yes,,5,94.0,review
4.0,68,Yes,9.0,7,56.0,review
3.0,86,No,8.0,0,68.0,review
8.0,58,No,5.0,3,50.0,review
9.0,66,Yes,4.0,7,62.0,excellent
5.0,48,Yes,6.0,5,31.0,excellent
9.0,76,Yes,7.0,1,73.0,review
2.0,76,Yes,8.0,7,57.0,review
3.0,82,Yes,8.0,0,60.0,review
7.0,67,No,8.0,0,56.0,excellent
7.0,91,Yes,8.0,6,88.0,review
6.0,96,No,4.0,9,84.0,review
6.0,63,Yes,6.0,2,48.0,review
2.0,67,Yes,5.0,7,41.0,review
6.0,75,No,7.0,8,65.0,review
4.0,91,No,8.0,7,74.0,review
3.0,57,Yes,9.0,0,38.0,excellent
2.0,64,No,8.0,0,40.0,excellent
1.0,74,Yes,6.0,5,49.0,review
5.0,43,No,,0,30.0,excellent
2.0,53,No,4.0,7,29.0,review
2.0,78,Yes,4.0,5,57.0,excellent
7.0,65,Yes,9.0,4,58.0,review
8.0,47,No,9.0,5,40.0,excellent
8.0,63,Yes,4.0,3,60.0,excellent
4.0,55,No,7.0,0,41.0,review
1.0,59,No,9.0,6,34.0,excellent
7.0,54,Yes,4.0,9,46.0,review
1.0,46,No,8.0,8,24.0,excellent
4.0,97,Yes,4.0,3,79.0,review
8.0,56,Yes,7.0,3,52.0,review
2.0,61,No,4.0,8,36.0,excellent
6.0,61,Yes,4.0,3,52.0,review
6.0,93,No,,9,84.0,review
9.0,51,No,9.0,3,50.0,review
5.0,57,Yes,8.0,7,47.0,excellent
,95,Yes,8.0,3,81.0,review
5.0,85,No,4.0,8,70.0,review
5.0,86,Yes,8.0,7,77.0,excellent
8.0,54,No,6.0,4,49.0,review
8.0,76,No,5.0,8,70.0,review
,55,No,5.0,7,28.0,review
,44,No,8.0,9,36.0,review
8.0,41,No,9.0,3,34.0,review
6.0,91,Yes,7.0,3,80.0,excellent
5.0,67,No,8.0,0,51.0,review
9.0,96,No,9.0,3,95.0,review
3.0,80,No,8.0,7,60.0,review
4.0,93,No,4.0,4,78.0,review
9.0,66,No,,5,65.0,excellent
6.0,70,No,7.0,3,57.0,review
8.0,80,Yes,8.0,4,75.0,review
,75,Yes,,9,69.0,review
2.0,86,No,9.0,7,62.0,excellent
3.0,82,No,5.0,8,63.0,review
1.0,40,No,9.0,2,11.0,review
9.0,89,Yes,6.0,9,91.0,excellent
7.0,68,No,6.0,3,58.0,review
1.0,40,No,6.0,0,15.0,excellent
3.0,47,No,7.0,4,24.0,excellent
4.0,96,No,7.0,3,80.0,review
4.0,55,No,9.0,5,36.0,excellent
5.0,97,No,7.0,5,83.0,excellent
3.0,67,Yes,5.0,9,49.0,excellent
3.0,61,No,4.0,5,41.0,excellent
1.0,57,No,9.0,2,33.0,review
7.0,61,No,8.0,6,52.0,review
1.0,80,No,8.0,2,52.0,excellent
2.0,51,No,9.0,5,31.0,review
4.0,58,No,4.0,9,38.0,excellent
4.0,64,No,8.0,0,45.0,review
5.0,89,No,9.0,7,79.0,excellent
2.0,98,No,9.0,6,78.0,review
4.0,44,Yes,6.0,8,24.0,review
1.0,98,Yes,5.0,2,72.0,excellent
2.0,73,Yes,8.0,7,52.0,review
1.0,78,No,5.0,1,50.0,review
4.0,98,Yes,,8,83.0,review
4.0,49,Yes,4.0,0,32.0,excellent
7.0,86,Yes,9.0,9,84.0,excellent
9.0,96,Yes,8.0,6,95.0,review
9.0,46,No,5.0,9,43.0,review
,99,Yes,6.0,0,82.0,review
1.0,76,Yes,6.0,5,54.0,excellent
,86,No,9.0,0,59.0,review
6.0,91,Yes,,3,78.0,review
2.0,99,No,7.0,6,79.0,review
8.0,91,Yes,8.0,1,87.0,excellent
9.0,54,Yes,9.0,2,53.0,excellent
4.0,81,Yes,6.0,3,65.0,excellent
,63,No,6.0,5,48.0,review
8.0,65,Yes,4.0,8,61.0,excellent
3.0,65,Yes,6.0,3,41.0,excellent
5.0,85,No,8.0,5,75.0,review
3.0,65,Yes,4.0,6,44.0,review
3.0,97,Yes,5.0,3,79.0,review
3.0,49,Yes,4.0,5,29.0,excellent
7.0,56,Yes,8.0,2,44.0,excellent
7.0,92,Yes,8.0,4,85.0,excellent
7.0,53,No,5.0,9,40.0,review
8.0,41,No,9.0,3,36.0,review
5.0,87,No,4.0,6,72.0,excellent
5.0,52,Yes,8.0,5,36.0,review
4.0,66,Yes,8.0,6,51.0,excellent
,48,Yes,5.0,5,38.0,excellent
4.0,46,Yes,7.0,1,28.0,review
2.0,87,Yes,4.0,6,59.0,review
4.0,49,No,8.0,7,30.0,excellent
8.0,95,No,6.0,6,88.0,review
,93,No,5.0,3,87.0,excellent
3.0,48,Yes,7.0,3,27.0,review
7.0,61,No,7.0,4,51.0,excellent
9.0,62,No,,8,59.0,excellent
4.0,46,No,7.0,4,23.0,excellent
,87,No,8.0,1,71.0,review
5.0,48,Yes,7.0,4,33.0,excellent
,66,Yes,4.0,2,38.0,review
3.0,63,No,6.0,9,45.0,review
8.0,68,No,8.0,7,67.0,review
8.0,56,No,5.0,9,49.0,review
4.0,59,No,6.0,9,44.0,review
2.0,46,No,9.0,1,22.0,review
8.0,82,No,8.0,3,79.0,excellent
8.0,79,No,6.0,4,74.0,excellent
4.0,46,No,7.0,3,26.0,review
3.0,67,No,9.0,4,49.0,excellent
,58,Yes,5.0,9,33.0,review
9.0,59,No,5.0,3,53.0,review
1.0,83,Yes,4.0,2,53.0,excellent
7.0,78,Yes,7.0,0,69.0,review
5.0,79,No,4.0,3,65.0,excellent
8.0,46,No,4.0,8,37.0,review
,45,Yes,7.0,0,28.0,review
7.0,64,Yes,8.0,6,56.0,review
5.0,80,No,9.0,2,64.0,excellent
5.0,98,Yes,4.0,7,83.0,excellent
,52,No,6.0,5,50.0,excellent
9.0,78,No,9.0,0,77.0,excellent
9.0,79,Yes,8.0,9,79.0,review
6.0,61,No,7.0,4,49.0,excellent
,88,Yes,5.0,7,77.0,review
5.0,56,No,8.0,2,40.0,review
9.0,87,No,4.0,3,83.0,excellent
8.0,61,Yes,6.0,6,53.0,review
7.0,73,Yes,9.0,5,66.0,review
7.0,47,No,7.0,6,42.0,excellent
6.0,88,No,5.0,8,76.0,excellent
5.0,84,Yes,9.0,8,75.0,excellent
4.0,57,No,6.0,1,40.0,review
3.0,63,Yes,5.0,2,45.0,review
3.0,99,Yes,7.0,3,73.0,excellent
6.0,93,Yes,9.0,5,84.0,excellent
4.0,99,No,8.0,4,84.0,excellent
6.0,81,Yes,4.0,5,71.0,excellent
3.0,41,No,7.0,7,23.0,excellent
4.0,41,Yes,6.0,1,24.0,review
9.0,66,No,8.0,5,64.0,excellent
5.0,53,No,9.0,8,38.0,excellent
7.0,87,Yes,5.0,4,74.0,excellent
2.0,78,Yes,8.0,0,58.0,review
5.0,92,Yes,,7,78.0,excellent
9.0,92,No,6.0,3,88.0,excellent
3.0,95,No,4.0,7,76.0,excellent
9.0,51,No,8.0,3,48.0,excellent
6.0,71,Yes,8.0,7,59.0,review
4.0,67,Yes,4.0,8,46.0,review
7.0,94,Yes,4.0,4,84.0,review
8.0,67,Yes,5.0,4,61.0,review
6.0,85,Yes,9.0,1,76.0,excellent
5.0,64,No,5.0,8,49.0,review
6.0,43,Yes,4.0,3,30.0,excellent
5.0,65,No,7.0,2,47.0,review
8.0,75,Yes,4.0,1,70.0,review
1.0,89,Yes,,2,69.0,review
,42,Yes,6.0,3,35.0,excellent
2.0,40,Yes,,8,20.0,review
9.0,56,Yes,9.0,5,55.0,review
1.0,46,No,8.0,9,19.0,excellent
6.0,87,Yes,6.0,4,74.0,excellent
9.0,44,No,5.0,8,42.0,excellent
1.0,58,No,6.0,7,34.0,review
4.0,78,No,7.0,5,59.0,review
4.0,85,No,4.0,2,67.0,excellent
9.0,73,Yes,4.0,6,70.0,excellent
5.0,74,Yes,5.0,9,61.0,excellent
5.0,88,Yes,8.0,5,76.0,review
6.0,55,Yes,4.0,7,44.0,review
1.0,79,Yes,6.0,5,50.0,review
1.0,89,No,7.0,9,68.0,excellent
9.0,86,Yes,8.0,3,87.0,review
3.0,78,Yes,8.0,9,60.0,excellent
4.0,66,No,,6,47.0,review
1.0,80,Yes,4.0,6,55.0,excellent
9.0,77,Yes,9.0,7,73.0,review
8.0,89,No,8.0,1,87.0,excellent
2.0,89,Yes,5.0,5,66.0,review
8.0,64,No,6.0,2,56.0,excellent
,65,No,9.0,7,59.0,excellent
6.0,95,Yes,7.0,3,83.0,review
1.0,53,No,6.0,3,26.0,excellent
7.0,53,Yes,5.0,1,41.0,excellent
,53,Yes,5.0,5,45.0,excellent
9.0,64,Yes,9.0,5,63.0,excellent
,75,No,6.0,0,50.0,excellent
2.0,43,No,4.0,7,15.0,review
9.0,86,No,5.0,2,79.0,review
9.0,54,No,8.0,0,49.0,excellent
,71,No,7.0,9,63.0,review
6.0,57,No,7.0,0,42.0,review
4.0,53,No,5.0,0,32.0,excellent
4.0,97,No,8.0,4,84.0,review
5.0,40,No,6.0,4,26.0,excellent
3.0,81,No,7.0,0,62.0,excellent
1.0,59,No,8.0,4,33.0,excellent
1.0,49,Yes,8.0,6,28.0,review
7.0,49,No,4.0,4,36.0,review
1.0,98,Yes,5.0,8,73.0,review
1.0,63,Yes,,3,37.0,review
3.0,73,Yes,,8,53.0,review
,67,Yes,7.0,7,48.0,review
,66,No,4.0,0,48.0,excellent
2.0,79,Yes,6.0,3,54.0,excellent
1.0,40,Yes,7.0,6,12.0,excellent
3.0,72,Yes,5.0,0,46.0,excellent
4.0,43,No,6.0,7,24.0,review
3.0,46,Yes,7.0,1,26.0,excellent
8.0,48,Yes,4.0,7,42.0,excellent
1.0,55,No,7.0,3,28.0,review
,44,No,8.0,7,20.0,excellent
7.0,73,No,4.0,0,61.0,review
4.0,99,No,6.0,4,80.0,review
,62,No,,8,62.0,excellent
3.0,82,No,5.0,6,59.0,excellent
6.0,89,No,4.0,2,74.0,excellent
9.0,64,No,4.0,3,59.0,excellent
1.0,96,No,4.0,9,68.0,excellent
1.0,90,Yes,7.0,6,66.0,excellent
8.0,52,No,8.0,5,43.0,review
,63,Yes,9.0,3,44.0,excellent
5.0,50,Yes,5.0,2,34.0,review
1.0,91,No,5.0,1,62.0,review
5.0,90,No,8.0,9,77.0,review
,56,No,7.0,8,44.0,excellent
8.0,76,No,7.0,2,69.0,excellent
3.0,52,Yes,8.0,6,35.0,excellent
3.0,66,Yes,8.0,0,50.0,review
9.0,59,No,6.0,7,50.0,excellent
4.0,72,Yes,7.0,0,54.0,review
4.0,81,No,4.0,1,59.0,review
7.0,71,Yes,5.0,0,60.0,excellent
2.0,47,Yes,7.0,3,25.0,review
8.0,95,No,8.0,1,94.0,excellent
6.0,68,No,4.0,0,53.0,review
3.0,79,Yes,6.0,0,59.0,review
9.0,58,No,9.0,1,53.0,excellent
5.0,45,Yes,6.0,5,29.0,review
8.0,83,No,4.0,1,73.0,review
7.0,99,No,4.0,1,87.0,review
8.0,78,No,8.0,7,72.0,excellent
7.0,87,No,9.0,4,82.0,excellent
3.0,80,No,8.0,7,60.0,excellent
2.0,60,No,5.0,7,38.0,excellent
7.0,96,No,9.0,1,89.0,excellent
3.0,61,Yes,9.0,6,45.0,excellent
3.0,81,No,5.0,8,57.0,excellent
2.0,49,Yes,6.0,7,27.0,excellent
4.0,49,No,4.0,8,31.0,review
8.0,91,Yes,6.0,7,86.0,excellent
,68,No,8.0,3,45.0,review
1.0,55,No,7.0,9,30.0,review
5.0,40,Yes,8.0,6,28.0,excellent
5.0,56,No,7.0,8,43.0,review
1.0,69,No,4.0,8,43.0,excellent
6.0,65,No,4.0,3,52.0,excellent
1.0,92,No,9.0,6,68.0,review
5.0,85,No,,5,73.0,excellent
9.0,58,Yes,5.0,2,56.0,excellent
5.0,92,No,5.0,9,78.0,review
6.0,60,Yes,7.0,5,49.0,excellent
8.0,56,Yes,6.0,7,52.0,excellent
1.0,85,Yes,9.0,1,62.0,review
2.0,79,Yes,6.0,2,59.0,review
9.0,60,Yes,7.0,7,60.0,review
3.0,92,Yes,5.0,3,71.0,review
6.0,80,Yes,8.0,3,68.0,review
5.0,79,Yes,9.0,1,68.0,excellent
2.0,84,No,7.0,9,63.0,review
7.0,88,Yes,6.0,0,77.0,excellent
4.0,58,No,7.0,6,43.0,review
,99,Yes,7.0,3,77.0,review
4.0,46,Yes,4.0,5,28.0,excellent
6.0,56,No,5.0,7,47.0,excellent
7.0,40,Yes,9.0,6,34.0,excellent
7.0,76,No,4.0,6,64.0,review
7.0,96,Yes,,5,88.0,excellent
3.0,45,No,7.0,3,21.0,review
6.0,65,No,5.0,3,53.0,review
8.0,41,Yes,6.0,8,34.0,review
4.0,98,Yes,9.0,4,83.0,excellent
8.0,71,Yes,4.0,8,67.0,review
2.0,96,Yes,,8,75.0,excellent
9.0,87,No,7.0,3,88.0,excellent
9.0,93,No,6.0,1,87.0,excellent
8.0,44,No,5.0,1,32.0,review
1.0,76,No,5.0,8,50.0,review
2.0,70,No,6.0,8,50.0,review
,51,No,5.0,2,38.0,review
,74,No,4.0,4,57.0,excellent
9.0,69,Yes,8.0,4,64.0,excellent
,87,Yes,5.0,1,71.0,excellent
2.0,45,Yes,7.0,1,19.0,excellent
4.0,54,Yes,5.0,9,38.0,excellent
9.0,54,Yes,9.0,0,52.0,review
1.0,55,Yes,7.0,1,27.0,excellent
1.0,59,Yes,5.0,6,32.0,review
7.0,52,Yes,5.0,0,45.0,excellent
3.0,83,No,7.0,0,61.0,excellent
2.0,81,Yes,4.0,8,57.0,excellent
9.0,85,Yes,8.0,1,83.0,review
3.0,70,Yes,8.0,3,48.0,excellent
2.0,73,No,4.0,2,50.0,excellent
8.0,68,Yes,5.0,3,61.0,excellent
,42,No,8.0,6,29.0,excellent
6.0,48,No,4.0,9,37.0,review
7.0,50,Yes,4.0,1,39.0,review
7.0,50,No,8.0,1,39.0,excellent
6.0,64,Yes,7.0,8,54.0,excellent
4.0,61,Yes,6.0,5,46.0,excellent
,81,Yes,7.0,6,78.0,review
6.0,97,No,5.0,4,83.0,review
,85,Yes,7.0,4,64.0,review
3.0,48,Yes,9.0,3,26.0,review
4.0,59,Yes,6.0,7,41.0,review
3.0,98,No,,6,76.0,review
2.0,60,No,4.0,9,35.0,excellent
,49,No,9.0,1,39.0,excellent
2.0,61,No,5.0,1,39.0,review
,68,Yes,4.0,5,54.0,excellent
3.0,48,Yes,7.0,0,28.0,excellent
6.0,44,No,7.0,6,30.0,review
9.0,79,Yes,8.0,7,81.0,excellent
1.0,50,No,4.0,9,24.0,excellent
6.0,40,Yes,9.0,7,32.0,review
9.0,92,Yes,4.0,2,87.0,review
4.0,81,No,4.0,6,66.0,review
2.0,40,No,4.0,0,13.0,excellent
4.0,97,Yes,6.0,2,76.0,review
1.0,93,No,8.0,5,68.0,review
3.0,78,Yes,5.0,8,57.0,excellent
9.0,99,Yes,5.0,4,98.0,review
5.0,85,Yes,5.0,4,69.0,excellent
6.0,44,Yes,6.0,8,34.0,review
3.0,88,No,8.0,8,68.0,excellent
5.0,61,Yes,9.0,5,47.0,review
8.0,65,Yes,8.0,4,60.0,review
6.0,92,Yes,6.0,9,83.0,review
4.0,45,No,9.0,1,25.0,excellent
2.0,71,Yes,4.0,7,50.0,review
,87,No,7.0,7,87.0,excellent
1.0,50,No,4.0,6,22.0,excellent
1.0,49,No,5.0,7,22.0,excellent
4.0,86,No,4.0,2,62.0,review
7.0,78,No,6.0,2,72.0,excellent
1.0,94,No,5.0,1,66.0,excellent
9.0,73,No,7.0,0,71.0,review
,70,Yes,9.0,2,53.0,excellent
3.0,51,Yes,9.0,2,32.0,excellent
1.0,90,No,5.0,6,65.0,excellent
4.0,83,No,4.0,9,65.0,review
9.0,55,No,8.0,8,50.0,excellent
6.0,77,Yes,8.0,0,66.0,review
6.0,42,No,9.0,7,29.0,review
1.0,41,Yes,8.0,0,13.0,review
2.0,91,Yes,5.0,2,66.0,review
6.0,44,No,8.0,3,32.0,excellent
2.0,50,Yes,6.0,7,26.0,excellent
3.0,97,No,9.0,0,75.0,review
,64,No,7.0,1,46.0,review
5.0,74,No,8.0,4,62.0,review
9.0,74,Yes,6.0,5,69.0,excellent
4.0,61,No,6.0,4,43.0,excellent
,76,Yes,5.0,2,74.0,review
3.0,61,No,9.0,9,43.0,excellent
8.0,94,No,5.0,6,86.0,review
1.0,50,No,7.0,0,24.0,excellent
9.0,71,No,7.0,1,67.0,excellent
9.0,74,No,4.0,8,71.0,review
2.0,70,Yes,7.0,3,48.0,excellent
4.0,84,No,9.0,7,64.0,review
8.0,92,No,9.0,8,88.0,review
7.0,47,No,,6,39.0,excellent
1.0,59,Yes,6.0,0,35.0,excellent
5.0,81,No,4.0,4,67.0,review
7.0,73,No,7.0,5,65.0,excellent
4.0,43,No,6.0,7,27.0,excellent
1.0,57,No,5.0,9,32.0,review
9.0,90,Yes,8.0,7,89.0,review
5.0,43,No,4.0,8,30.0,excellent
2.0,59,Yes,9.0,8,37.0,excellent
8.0,97,Yes,6.0,3,91.0,review
2.0,48,Yes,5.0,5,26.0,excellent
3.0,55,Yes,5.0,2,32.0,excellent
1.0,65,No,4.0,0,34.0,review
2.0,77,No,4.0,5,51.0,excellent
7.0,64,Yes,,0,56.0,review
2.0,43,Yes,7.0,8,26.0,review
6.0,80,Yes,9.0,5,73.0,excellent
3.0,98,No,,0,80.0,excellent
4.0,84,Yes,4.0,2,69.0,review
8.0,80,Yes,4.0,0,73.0,excellent
3.0,77,Yes,6.0,1,55.0,excellent
6.0,92,Yes,7.0,5,82.0,review
1.0,58,Yes,5.0,6,32.0,review
7.0,53,No,7.0,0,41.0,excellent
8.0,60,Yes,7.0,9,55.0,excellent
8.0,54,No,4.0,4,43.0,review
3.0,42,No,4.0,5,20.0,review
1.0,76,No,7.0,3,50.0,review
9.0,92,No,8.0,5,90.0,review
6.0,89,No,8.0,4,82.0,excellent
9.0,85,Yes,9.0,6,85.0,review
7.0,55,No,7.0,3,49.0,review
1.0,53,No,8.0,0,24.0,excellent
1.0,48,Yes,,1,25.0,review
6.0,86,No,9.0,5,76.0,review
5.0,46,Yes,7.0,9,33.0,excellent
9.0,53,Yes,9.0,1,48.0,excellent
2.0,45,Yes,4.0,4,21.0,excellent
8.0,60,Yes,4.0,3,58.0,review
5.0,54,Yes,4.0,6,40.0,review
2.0,91,No,5.0,3,67.0,excellent
6.0,47,Yes,4.0,6,35.0,excellent
8.0,73,Yes,4.0,7,68.0,review
4.0,79,No,7.0,6,66.0,review
,40,No,8.0,1,16.0,excellent
5.0,71,No,8.0,0,57.0,review
2.0,97,No,4.0,4,73.0,review
2.0,88,Yes,,6,64.0,review
6.0,90,No,,0,77.0,excellent
9.0,44,Yes,9.0,7,46.0,excellent
4.0,69,No,7.0,2,50.0,excellent
6.0,61,No,7.0,6,50.0,review
7.0,59,No,7.0,2,51.0,review
6.0,55,No,8.0,3,43.0,review
8.0,46,No,5.0,7,40.0,excellent
,46,Yes,8.0,1,30.0,excellent
1.0,89,Yes,,5,63.0,excellent
7.0,89,Yes,6.0,9,82.0,review
3.0,41,No,5.0,8,20.0,excellent
6.0,86,Yes,4.0,9,73.0,excellent
2.0,53,No,9.0,8,32.0,review
9.0,70,No,8.0,4,67.0,review
1.0,89,Yes,9.0,2,69.0,excellent
,80,Yes,5.0,5,67.0,excellent
6.0,53,No,6.0,8,44.0,review
5.0,44,No,5.0,5,29.0,excellent
,50,Yes,8.0,3,38.0,excellent
1.0,79,No,7.0,4,52.0,review
5.0,44,Yes,4.0,6,25.0,review
2.0,68,Yes,7.0,9,46.0,review
7.0,50,No,7.0,2,42.0,review
3.0,44,No,8.0,8,24.0,review
4.0,88,No,7.0,0,70.0,review
3.0,93,No,7.0,7,78.0,excellent
3.0,71,Yes,8.0,4,51.0,excellent
4.0,75,No,8.0,9,61.0,excellent
5.0,54,Yes,6.0,8,38.0,review
1.0,58,Yes,7.0,1,34.0,review
4.0,61,No,5.0,0,42.0,review
8.0,73,Yes,4.0,9,68.0,excellent
7.0,95,No,9.0,6,87.0,review
9.0,56,No,,9,53.0,review
5.0,51,Yes,8.0,8,39.0,excellent
,64,Yes,9.0,4,45.0,excellent
8.0,95,Yes,8.0,3,89.0,excellent
9.0,56,No,6.0,3,53.0,review
7.0,49,No,7.0,7,39.0,review
7.0,67,Yes,8.0,0,59.0,excellent
5.0,96,No,8.0,0,81.0,excellent
4.0,57,No,4.0,7,40.0,review
1.0,90,Yes,7.0,1,64.0,review
,57,No,6.0,9,53.0,excellent
,84,Yes,8.0,5,56.0,excellent
1.0,71,Yes,8.0,1,44.0,excellent
5.0,53,Yes,8.0,4,41.0,excellent
9.0,95,No,4.0,2,91.0,excellent
6.0,55,Yes,8.0,6,46.0,review
,89,Yes,8.0,8,65.0,review
3.0,97,Yes,4.0,1,76.0,excellent
7.0,57,Yes,8.0,6,50.0,review
,55,No,,7,45.0,excellent
9.0,56,Yes,7.0,9,55.0,excellent
6.0,46,No,4.0,7,33.0,excellent
5.0,51,Yes,7.0,6,37.0,excellent
7.0,73,No,9.0,3,63.0,review
1.0,49,No,9.0,3,24.0,review
7.0,44,No,9.0,9,37.0,review
3.0,60,No,6.0,8,39.0,excellent
9.0,42,Yes,8.0,9,41.0,review
6.0,58,Yes,6.0,8,46.0,excellent
9.0,84,No,7.0,4,78.0,excellent
5.0,83,No,4.0,6,69.0,excellent
7.0,74,No,9.0,6,71.0,review
4.0,45,Yes,4.0,8,28.0,review
7.0,53,No,6.0,6,45.0,review
1.0,43,No,7.0,7,20.0,review
7.0,84,Yes,8.0,6,81.0,review
,90,Yes,7.0,3,85.0,review
,57,Yes,9.0,1,42.0,excellent
2.0,68,Yes,7.0,2,46.0,review
5.0,74,Yes,,6,60.0,review
6.0,91,Yes,5.0,8,82.0,excellent
2.0,77,No,9.0,1,55.0,excellent
6.0,55,No,8.0,6,44.0,excellent
,59,Yes,9.0,3,47.0,review
1.0,63,No,9.0,6,41.0,excellent
1.0,74,Yes,8.0,4,48.0,excellent
3.0,83,No,9.0,6,62.0,excellent
3.0,90,Yes,4.0,5,64.0,review
4.0,58,Yes,7.0,1,40.0,excellent
2.0,95,No,4.0,6,70.0,review
9.0,43,No,7.0,4,39.0,excellent
7.0,72,Yes,5.0,8,63.0,review
7.0,41,Yes,9.0,0,32.0,excellent
6.0,52,Yes,5.0,0,37.0,excellent
3.0,97,Yes,6.0,1,75.0,review
6.0,84,Yes,7.0,7,72.0,excellent
8.0,69,Yes,4.0,8,63.0,review
8.0,73,No,4.0,6,64.0,review
,69,No,9.0,0,69.0,review
1.0,90,No,4.0,6,63.0,excellent
1.0,93,No,6.0,7,65.0,review
3.0,63,No,8.0,6,44.0,excellent
3.0,87,Yes,4.0,4,65.0,excellent
8.0,83,Yes,9.0,6,81.0,excellent
1.0,72,No,5.0,9,45.0,excellent
,80,Yes,4.0,1,59.0,review
2.0,88,No,4.0,8,67.0,review
3.0,49,No,4.0,1,34.0,review
6.0,57,Yes,9.0,1,46.0,excellent
1.0,58,Yes,8.0,4,35.0,review
2.0,46,No,4.0,7,22.0,review
1.0,96,No,8.0,5,72.0,excellent
5.0,58,No,8.0,8,47.0,review
7.0,63,No,6.0,5,55.0,excellent
,54,Yes,5.0,4,47.0,review
,80,No,4.0,0,55.0,review
7.0,81,Yes,4.0,7,74.0,review
5.0,62,No,4.0,2,49.0,review
1.0,91,No,8.0,1,68.0,excellent
3.0,91,Yes,7.0,6,72.0,review
7.0,43,Yes,5.0,1,32.0,review
1.0,77,Yes,9.0,0,51.0,excellent
7.0,43,Yes,4.0,1,34.0,excellent
5.0,44,Yes,7.0,5,33.0,excellent
1.0,80,No,7.0,1,56.0,excellent
1.0,83,No,7.0,0,54.0,excellent
1.0,62,No,5.0,0,33.0,review
9.0,79,Yes,7.0,3,78.0,excellent
3.0,92,Yes,9.0,7,77.0,excellent
5.0,76,Yes,4.0,5,62.0,review
9.0,50,No,9.0,3,51.0,review
,94,Yes,4.0,5,78.0,review
,50,No,6.0,5,46.0,review
8.0,52,No,8.0,8,50.0,review
8.0,53,No,7.0,3,47.0,review
1.0,99,Yes,9.0,5,74.0,excellent
9.0,47,No,8.0,9,47.0,excellent
6.0,64,No,8.0,0,52.0,excellent
9.0,57,No,8.0,6,54.0,excellent
3.0,90,Yes,8.0,6,69.0,review
3.0,83,No,8.0,0,64.0,excellent
6.0,83,Yes,4.0,7,69.0,excellent
9.0,57,Yes,5.0,4,58.0,review
7.0,49,No,7.0,8,37.0,review
3.0,46,No,7.0,7,26.0,review
3.0,99,Yes,4.0,2,80.0,review
2.0,89,No,9.0,0,64.0,review
9.0,83,Yes,4.0,2,78.0,review
3.0,53,Yes,,1,35.0,review
5.0,54,Yes,5.0,1,36.0,review
9.0,55,No,7.0,3,55.0,excellent
8.0,41,Yes,9.0,1,36.0,review
2.0,69,Yes,6.0,7,46.0,review
3.0,69,No,4.0,4,51.0,excellent
2.0,57,No,6.0,0,30.0,excellent
8.0,70,Yes,7.0,5,68.0,review
6.0,83,Yes,4.0,6,69.0,excellent
6.0,87,Yes,7.0,0,78.0,review
9.0,52,No,4.0,2,51.0,review
